-272.6860929955114,-381.9962891566048
-272.3339228249767,-379.5427939413142
-272.18453439549927,-378.11743476692124
-271.9667122263967,-376.78275463215647
-271.5639555023279,-375.58785588706314
-270.9086431215813,-374.62076418960424
-270.1958781236136,-373.8320437359596
-269.2060006680375,-372.92312921809093
-268.0035111203849,-372.16259172104253
-267.068313302622,-371.91639987325334
-266.10066889240846,-371.89645203260017
-264.6411414697317,-371.94186404001704
-263.06049923379436,-372.0938699145756
-261.6654414036652,-372.18210638318095
-260.3634482606581,-372.1361423581592
-258.9346734403052,-372.13060555455803
-257.45184306321397,-372.06017163310617
-255.9369184781113,-372.0018598942333
-254.75209696178283,-371.97504626020503
-253.38630419405493,-371.93915031451985
-251.84840309019646,-371.7752148128874
-250.35362322134858,-371.61913727771974
-248.92441151627358,-371.5628019953345
-247.52294681140177,-371.48371623001
-246.05102486535273,-371.4178085890983
-244.58080360931214,-371.36684939589253
-243.1716860278831,-371.34611004960584
-241.76620610164463,-371.34222094858666
-240.30512650333185,-371.3649673668798
-239.0071882914053,-371.3237630296174
-237.5874771109914,-371.2224776061185
-236.11591843179144,-371.0818703926826
-234.69616336863965,-370.93205508682416
-233.24865641009882,-370.8054977543223
-231.86192010596906,-370.85916350610745
-230.56419376598313,-370.93552760423285
-229.1501727625832,-370.84684219089394
-227.60640595555427,-370.82781561121976
-226.1472060214934,-370.7837077302102
-224.75937164267054,-370.6889017949367
-223.36221991479803,-370.5922710617896
-221.91774740279638,-370.53534553369815
-220.5023455588638,-370.6449015513103
-219.11806462399548,-370.69997363933874
-217.73956868784703,-370.69030230895606
-216.46444481655163,-370.71909400478216
-215.01643191165508,-370.6891560520332
-213.60712946063052,-370.6307927801978
-212.19046240353055,-370.63847830744527
-210.81648722710702,-370.6317566346517
-209.34947263445986,-370.61036985106443
-207.8203997676932,-370.54893863889765
-206.38414373369037,-370.48014902983164
-204.93076002874034,-370.44468202037547
-203.49577546488203,-370.29603992008003
-202.06041681844536,-370.14060868600984
-200.54788347077525,-369.9528936339058
-199.0326368608825,-369.7591227854159
-197.66266734736223,-369.90014176383966
-196.93495113346836,-370.3106044382373
-196.5799180631017,-370.78269077161644
-196.07300392274576,-371.99661182189004
-195.77659502022806,-373.3204283175183
-195.44581702467354,-374.7065854231872
-195.31408355939976,-375.77168686421106
-195.23308681695394,-376.95045052126454
-195.203228916546,-378.4816557327692
-195.09205545415608,-380.07737673276404
-195.04138466915046,-381.488538130325
-194.98770298966988,-382.8224945309354
-194.9337934667252,-384.2404239433291
-194.8170096416574,-385.790860977832
-194.43735138119786,-387.02832422451695
-194.0640012352082,-387.5638549983584
-193.14068817110595,-388.24957358845467
-191.70503142138264,-388.8777277189215
-190.14989379142273,-389.3551416363098
-189.27224136442044,-389.5680633547664
-188.0911843507099,-389.75804573566097
-186.48525776735073,-390.0569556160968
-185.1174076468599,-390.59222505585416
-184.25777272113913,-391.21230696670136
-183.23504577359728,-392.082426981935
-182.3015802556947,-393.30013695568016
-181.86307715842736,-394.53046374956836
-181.82536087206475,-395.40020006448356
-182.10294871981287,-396.5778005178685
-182.77525140358105,-397.7475324622181
-183.60291932234628,-398.5093094137272
-184.54407479044582,-399.10543373166337
-185.72852636025087,-399.6954227180095
-187.02193672244553,-400.3413217831613
-188.31532497685475,-400.9923801534236
-189.5994390169235,-401.56528847801934
-190.74375003378356,-401.8437452637985
-192.14296874542399,-402.2425243788002
-193.4612929706853,-402.8802200710027
-194.5515305193269,-403.58143505094296
-195.5014636053611,-404.48287274058487
-195.9841186047576,-405.4156379232739
-196.19193266521307,-406.3275584357614
-196.56700987839744,-407.7004530365962
-196.83641069495937,-409.30829763699285
-196.83674757863255,-410.71847827414183
-196.5961209140923,-411.5471565398846
-196.0706164890023,-412.48916874723915
-195.13022565583822,-413.81895286644647
-194.04256127713327,-414.9863423291119
-193.00475631958835,-415.80265674542517
-191.92763993989854,-416.59566348385374
-190.7120120479042,-417.4942732053636
-189.09520387738706,-417.49667013675514
-187.8920236232158,-418.1527697653515
-186.82825100637106,-419.17732106183263
-185.63919420452774,-420.1752244471907
-184.3696296057775,-421.0508588231061
-183.39900829469244,-422.0550195314398
-182.69613329229384,-423.01616698206215
-181.89812533366543,-424.2082313657218
-181.12231331759034,-425.54004216393616
-180.4204807492308,-426.95478778947194
-179.80596623642435,-428.2574506795806
-179.04981603899643,-429.5047791405072
-178.45339595255282,-430.7932121954541
-178.04188503518824,-431.97723313852305
-177.47091808176393,-433.110004341036
-176.5687646146919,-433.8776800621195
-175.21823500656126,-434.1275438978756
-173.68083126736624,-434.0519942165537
-172.32750643475774,-433.8913390661578
